ID	Taxonomy	Gene_count
taxo=Eukaryota-Sar-Stramenopiles-Ochrophyta-Xanthophyceae-Vaucheria-litorea-accession=NC-011600	ref	93
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorodendrophyceae-Scherffelia-dubia-accession=NC-029807	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Ankyra-judayi-accession=NC-029735	ref	52
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Bracteacoccus-minor-accession=NC-029674	ref	52
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Carteria-cerasiformis-accession=NC-028585	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Chlamydomonas-reinhardtii-accession=NC-005353	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Neocystis-brevis-accession=NC-025535	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Oedogonium-cardiacum-accession=NC-011031	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Parallela-transversalis-accession=NC-042241	ref	52
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Schizomeris-leibleinii-accession=NC-015645	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Tetradesmus-obliquus-accession=NC-008101	ref	52
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chlorophyceae-Treubaria-triappendiculata-accession=NC-028578	ref	52
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chloropicophyceae-Chloroparvula-japonica-accession=NC-042487	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chloropicophyceae-Chloropicon-laureae-accession=NC-042484	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Chloropicophyceae-Chloropicon-sp-RCC4434-accession=MK085997	ref	50
taxo=Eukaryota-Viridiplantae-Chlorophyta-Mamiellophyceae-Micromonas-commoda-accession=NC-012575	ref	50
taxo=Eukaryota-Viridiplantae-Chlorophyta-Mamiellophyceae-Microrhizoidea-pickettheapsiorum-accession=NC-044704	ref	48
taxo=Eukaryota-Viridiplantae-Chlorophyta-Nephroselmidophyceae-Nephroselmis-pyriformis-accession=NC-059722	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Palmophyllophyceae-Prasinococcus-sp-CCMP1194-accession=KJ746597	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Pedinophyceae-Pedinomonas-minor-accession=NC-016733	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-prasinophyte-sp-MBIC10622-accession=KJ746602	ref	57
taxo=Eukaryota-Viridiplantae-Chlorophyta-Pycnococcaceae-Pycnococcus-provasolii-accession=NC-012097	ref	51
taxo=Eukaryota-Viridiplantae-Chlorophyta-Pyramimonadophyceae-Cymbomonas-tetramitiformis-accession=NC-030169	ref	53
taxo=Eukaryota-Viridiplantae-Chlorophyta-Trebouxiophyceae-Chlorella-sorokiniana-accession=NC-023835	ref	50
taxo=Eukaryota-Viridiplantae-Chlorophyta-Trebouxiophyceae-Chlorella-variabilis-accession=NC-015359	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Trebouxiophyceae-Coccomyxa-subellipsoidea-C-169-accession=NC-015084	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Trebouxiophyceae-Lobosphaera-incisa-accession=NC-025533	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Trebouxiophyceae-Marvania-geminata-accession=NC-025549	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Ulvophyceae-Caulerpa-racemosa-accession=NC-032042	ref	53
taxo=Eukaryota-Viridiplantae-Chlorophyta-Ulvophyceae-Neodangemannia-microcystis-accession=NC-034713	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Ulvophyceae-Ostreobium-quekettii-accession=NC-030629	ref	56
taxo=Eukaryota-Viridiplantae-Chlorophyta-Ulvophyceae-Trentepohlia-odorata-accession=NC-043776	ref	49
taxo=Eukaryota-Viridiplantae-Chlorophyta-Ulvophyceae-Trentepohlia-sp-BN17-accession=NC-060532	ref	48
taxo=Eukaryota-Viridiplantae-Chlorophyta-Ulvophyceae-Ulva-sp-UNA00071828-accession=KP720616	ref	56
taxo=Eukaryota-Viridiplantae-Prasinodermophyta-Prasinoderma-coloniale-accession=NC-024817	ref	57
taxo=Eukaryota-Viridiplantae-Streptophyta-Charophyceae-Chara-vulgaris-accession=NC-008097	ref	60
taxo=Eukaryota-Viridiplantae-Streptophyta-Embryophyta-Arabidopsis-thaliana-accession=NC-000932	ref	52
taxo=Eukaryota-Viridiplantae-Streptophyta-Embryophyta-Marchantia-paleacea-accession=NC-001319	ref	50
taxo=Eukaryota-Viridiplantae-Streptophyta-Embryophyta-Oryza-sativa-accession=NC-031333	ref	52
taxo=Eukaryota-Viridiplantae-Streptophyta-Embryophyta-Pinus-pinaster-accession=FJ899583	ref	50
taxo=Eukaryota-Viridiplantae-Streptophyta-Klebsormidiophyceae-Klebsormidium-flaccidum-accession=NC-024167	ref	51
taxo=Eukaryota-Viridiplantae-Streptophyta-Mesostigmatophyceae-Mesostigma-viride-accession=NC-002186	ref	58
taxo=Eukaryota-Viridiplantae-Streptophyta-Zygnemophyceae-Zygnema-circumcarinatum-accession=NC-008117	ref	56
